senfi_number,shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
,55,http://emalls.ir/src/shop-default.svg,سایا کابینت ,https://emalls.ir//Shop/43654/,43654,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~43654,در حال همکاری با ایمالز,محمد حسین هادیان,۰۲۱۸۸۰۵۱۴۱۵,محله فردوس ، کوچه شقایق ، بلوار امام خمینی (ره) ، پلاک 1380 ، طبقه همکف,info [at] sayacabinet [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:01.376468+00:00,تهران - شهریار,8 ماه و 25 روز,https://sayacabinet.com/,دارد (یک ستاره) معتبر تا 1 سال و 23 روز,
,100,http://emalls.ir//files/shoplogo/yc1grat21gk0c87850wvequvzo743ew1t2ryh4wu4su0vhy2cd[medium].png,کاسیو واچ,https://emalls.ir//Shop/54320/,54320,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~54320,در حال همکاری با ایمالز,حامد شریف,۰۷۱۳۶۳۸۴۳۵۸, محله : معالی آباد - کوچه 8بهاران [54شهیدرجایی] - خیابان بهاران - بهاران 2 - پلاک : -31.0 - طبقه : 2 - واحد : 304,info [at] casio-watch [dot] shop,بدون امتیاز,https://web.whatsapp.com/send?phone=989179153608,سه شنبه ۲ بهمن,2025-01-21 17:02:01.955707+00:00,فارس - شیراز,1 ماه و 6 روز,http://casio-watch.shop/,دارد (یک ستاره) معتبر تا 1 سال و 10 ماه و 17 روز,
,55,http://emalls.ir/src/shop-default.svg,امینی یدک ,https://emalls.ir//Shop/45416/,45416,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~45416,در حال همکاری با ایمالز,وحید میکائیل پور ,۰۴۱۳۳۳۲۹۵۸۰,ولیعصر جنوبی - خیابان خورشید - بلوار 29 بهمن - 104 - پلاک : 0.0 - طبقه : همکف, sanamkarimpour [at] ymail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989142597947,سه شنبه ۲ بهمن,2025-01-21 17:02:02.304946+00:00,آذربایجان شرقی - تبریز,7 ماه و 25 روز,https://amini-yadak.ir/,دارد (یک ستاره) معتبر تا 3 ماه و 10 روز,
,1,http://emalls.ir//files/shoplogo/7fqg350hd7vfdki7j8i8gf84sswbg0y0oir2ia3ukzgio4gzkf[medium].png,محصولات سرمایشی و گرمایشی ایران کوک,https://emalls.ir//Shop/25534/,25534,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~25534,در حال همکاری با ایمالز,مجید جان بزرگی,۰۲۱۵۵۹۲۶۷۷۳,سلمان فارسی غربی، مجتمع ایرانیت، مقداد 6 شرقی بلوک 6,majidjanbozorge [at] yahoo [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:02.577190+00:00,تهران - تهران,2 سال و 9 ماه و 20 روز,https://irankook.com/,دارد (یک ستاره),
,100,http://emalls.ir//files/shoplogo/y2cwu4asquehyz7dok1sxv7enbduiiejhtn6zc0xhuxqids123[medium].png,سین بیوتی,https://emalls.ir//Shop/51679/,51679,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~51679,در حال همکاری با ایمالز,سالار ارجمندپور,۰۳۸۳۲۲۶۰۳۰۶,مجیدیه - کوچه شهید علی اصغر کریمی - کوچه محمدنژاد - پلاک : 5.0 - طبقه : همکف,info [at] seenbeauty [dot] ir,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:02.853723+00:00,تهران - تهران,3 ماه,https://seenbeauty.ir/,دارد (یک ستاره) معتبر تا 1 سال و 8 ماه و 19 روز,
,56,http://emalls.ir//files/shoplogo/kgmceaxk6534rz6ohf8o2xdspbws2xeowtm2tos0dolb3ciums[medium].png,ولوم بازی,https://emalls.ir//Shop/38707/,38707,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~38707,در حال همکاری با ایمالز,علی یاورزاده,۰۲۱۴۴۷۹۵۲۳۷,محله: ویلا شهر، بلوار انصار، کوچه شهید علی کریمی [بیست و ششم]، پلاک: 15.0، طبقه: همکف,volumebazi [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:03.432415+00:00,تهران - تهران,1 سال و 2 ماه و 8 روز,https://volumebazi.com/,دارد (یک ستاره) معتبر تا 9 ماه و 7 روز,
,100,http://emalls.ir/src/shop-default.svg,سامسونگ مرکزی رواق,https://emalls.ir//Shop/50775/,50775,حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~50775,در حال همکاری با ایمالز,مهدی کرمی,۰۲۱۵۲۶۴۸۱۲۳,,mobileravagh [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:03.716534+00:00,تهران - تهران,3 ماه و 19 روز,,,
,55,http://emalls.ir//files/shoplogo/flhoce40fgbbwuecg1jrdddggz6brgop2pkkfhgf2ymqd8qsss[medium].png,دیجی ارس,https://emalls.ir//Shop/53589/,53589,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~53589,در حال همکاری با ایمالز,مهدی غریبی,۰۴۱۴۲۰۴۲۲۷۹,محله : حاجی باغی - خیابان ولایت فقیه - کوچه ولایت فقیه سی ام - پلاک : 0.0 - طبقه : همکف,info [at] dgaras [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989100630746,https://instagram.com/dgaras.ir",سه شنبه ۲ بهمن,2025-01-21 17:02:04.059111+00:00,آذربایجان شرقی - هادی‌شهر,1 ماه و 21 روز,https://dgaras.ir/,دارد (یک ستاره) معتبر تا 1 سال و 8 ماه و 4 روز,
,1,http://emalls.ir//files/shoplogo/5u2y1vvru6nql13bjxweclrkf4em8hgvin7frsfmttk8fyes7i[medium].jpeg,صادق اسپرت,https://emalls.ir//Shop/23755/,23755,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~23755,در حال همکاری با ایمالز,صادق مشهدی تفرشی,۰۲۱۵۵۴۲۷۹۰۸,محله: هلال احمر، خیابان شهید محمود اسکندری، خیابان شهید داود ابراهیمی، پلاک: 339.0، طبقه: همکف,sadeghp6 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:04.371332+00:00,تهران - تهران,3 سال و 23 روز,https://sadeghsport.ir/,دارد (یک ستاره),
,100,http://emalls.ir/src/shop-default.svg,مهر کالا,https://emalls.ir//Shop/50210/,50210,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~50210,در حال همکاری با ایمالز,رضا یوسفی هاشم آباد,۰۲۱۳۳۵۴۴۷۰۸,سه راه امین حضور، کوچه بهرون، خیابان ری، پلاک: 793.0، تجاری امین حضور، مرکزخریدامین حضور، طبقه: -1، واحد: 9,zynbusefi1403 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989193698637,https://instagram.com/mehrkalabiz",سه شنبه ۲ بهمن,2025-01-21 17:02:04.709195+00:00,تهران - تهران,4 ماه و 2 روز,https://mehrkalabiz.com/,دارد (یک ستاره) معتبر تا 8 ماه و 15 روز,
,55,http://emalls.ir/src/shop-default.svg,جواهر خاص,https://emalls.ir//Shop/49842/,49842,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~49842,در حال همکاری با ایمالز,مسعود آهنگر,۰۵۱۳۳۶۸۸۰۹,عنصری ، خیابان عیدگاه، میدان 17 شهریور، پلاک: 0.0، بازار رضا ، 2.921، طبقه: 1،,info [at] javaherekhas [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989361294646,https://t.me/masoud_ahangar46",سه شنبه ۲ بهمن,2025-01-21 17:02:05.131542+00:00,خراسان رضوی - مشهد,4 ماه و 10 روز,https://javaherekhas.com/,دارد (یک ستاره) معتبر تا 1 سال و 1 ماه و 17 روز,
,56,http://emalls.ir//files/shoplogo/ykcdrxyigyqltt7nbll05lpv7zs08mjutawyh7bbsy4eypjmgy[medium].jpg,اولترا کالا,https://emalls.ir//Shop/45227/,45227,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~45227,در حال همکاری با ایمالز,زهرا جان نثار,۰۵۱۳۶۶۶۷۱۰۸,محله: امام هادی (ع)، خیابان فضای سبز، خیابان شهیدبهدگانی 4 (توس 48)، پلاک: 88.0، طبقه: 1,info [at] ultrakala [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989017909933,https://t.me/ultrakala_support,https://instagram.com/ultrakalaco",سه شنبه ۲ بهمن,2025-01-21 17:02:05.409120+00:00,خراسان رضوی - مشهد,7 ماه و 27 روز,https://www.ultrakala.com/,دارد (یک ستاره) معتبر تا 1 سال و 1 ماه و 12 روز,
,1,http://emalls.ir/src/shop-default.svg,هانی زیور,https://emalls.ir//Shop/46600/,46600,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~46600,در حال همکاری با ایمالز,هانیه انگورانی,۰۲۱۲۲۵۱۸۳۸۰,مجیدیه شمالی، خیابان شهید منصوری (شانزده متری دوم)، خیابان شهیدعلی اصغر گرسی(گلستان3شرقی)، پلاک: 8.0، طبقه: 2,websitewriter042 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:05.712014+00:00,تهران - تهران,6 ماه و 28 روز,https://hanizivar.com/,دارد (یک ستاره) معتبر تا 5 ماه,
,55,http://emalls.ir//files/shoplogo/u7p6iz1ptqrnu4rnpyspav0ilw2ndx1762texov8gofd3qm1b4[medium].png,پارسا سیستم,https://emalls.ir//Shop/44462/,44462,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~44462,در حال همکاری با ایمالز,علی اصغر جعفری,۰۳۱۳۷۷۹۱۷۶۴,وحید، خیابان علامه جعفری 87، بلوار کشاورز، پلاک: 199.0، ملل، طبقه: -1، واحد: 203،,aaj6551 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989133092989,https://t.me/parsasystem203,https://instagram.com/parsasystem203",سه شنبه ۲ بهمن,2025-01-21 17:02:06.304461+00:00,اصفهان - اصفهان,8 ماه و 9 روز,https://parsa-system.ir/,دارد (یک ستاره) معتبر تا 1 سال و 26 روز,
,56,http://emalls.ir//files/shoplogo/hbgpcemojyq3rokbvsijqxxw6usufszsbpfuwdwyxnan0bnzsv[medium].png,پرنسا استایل,https://emalls.ir//Shop/49649/,49649,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~49649,در حال همکاری با ایمالز,سامان نادربیگی ,۰۲۶۳۴۳۰۵۹۹۸,محله: شاهین ویلا، خیابان دوم شرقی، خیابان شاهین ویلا، پلاک: 0.0، طبقه: 1، واحد: 1,Info [at] paransastyle [dot] ir,بدون امتیاز,"https://web.whatsapp.com/send?phone=989013721171,https://t.me/paransa_style,https://instagram.com/paransa.style?igshid=OGQ5ZDc2ODk2ZA==",سه شنبه ۲ بهمن,2025-01-21 17:02:07.026034+00:00,البرز - کرج,4 ماه و 14 روز,https://paransastyle.ir/,دارد (یک ستاره) معتبر تا 7 ماه و 17 روز,
,55,http://emalls.ir//files/shoplogo/k5r0nsjd5n3qzppssqrgyi7pitj6rvpahzyt8e1uyw3e57eq10[medium].png,سماسرور,https://emalls.ir//Shop/39327/,39327,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~39327,در حال همکاری با ایمالز, رضا دهنهء,۰۲۱۹۱۰۰۷۹۳۹,محله: خواجه نصیر طوسی، کوچه شهیدفریدون محمودی درخشش(شایان)، خیابان خواجه نصیر طوسی، پلاک: 288.0، توکلی، طبقه: 1، واحد: 2,reza [dot] dehnavi691 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:07.184411+00:00,تهران - تهران,1 سال و 1 ماه و 16 روز,https://sama-server.com/,دارد (یک ستاره) معتبر تا 9 ماه و 7 روز,
,55,http://emalls.ir/src/shop-default.svg,ضمانتی کالا,https://emalls.ir//Shop/43643/,43643,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~43643,در حال همکاری با ایمالز,امیر نوروزی پور,۰۳۱۳۲۲۱۸۸۹۹,محله : نقش جهان - کوچه ساروتقی - کوچه شهید جهانگیر مقدم [8] - پلاک : -36.0 - طبقه : همکف,norouzi [at] zemanatikala [dot] ir,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:07.544139+00:00,اصفهان - اصفهان,8 ماه و 26 روز,https://zemanatikala.ir/,دارد (یک ستاره) معتبر تا 1 سال و 2 ماه و 29 روز,
,100,http://emalls.ir/src/shop-default.svg,مدرن تندیس,https://emalls.ir//Shop/54312/,54312,حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~54312,در حال همکاری با ایمالز,محمد خدابخش,۰۹۱۰۱۷۰۴۴۳۵,,,بدون امتیاز,https://web.whatsapp.com/send?phone=989101704435,سه شنبه ۲ بهمن,2025-01-21 17:02:07.820446+00:00,تهران - تهران,1 ماه و 6 روز,,,
,55,http://emalls.ir//files/shoplogo/2oexxmizg7o4o4auure8d47hd1pbdwb1i7ggu1vvm6ly0rljan[medium].png,عطرِشیراز,https://emalls.ir//Shop/45413/,45413,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~45413,در حال همکاری با ایمالز,ابراهیم روحانی فرد,۰۷۱۳۶۳۵۳۸۸۶,معالی آباد - خیابان نسترن 1 - کوچه 1نسترن 1 - مرجان - پلاک : 189.0 - طبقه : 2 - واحد : 7,atreshiraz2020 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989173363528,https://t.me/atreshiraz,https://instagram.com/atreshiraz",سه شنبه ۲ بهمن,2025-01-21 17:02:08.136450+00:00,فارس - شیراز,7 ماه و 25 روز,https://atreshiraz.com/,دارد (یک ستاره) معتبر تا 4 ماه و 2 روز,
,1,http://emalls.ir//files/shoplogo/6zoqeun0gqfs07kpjqrq0xygq7l6wx0rou4un05kws4kpzhs1w[medium].png,آئـورا,https://emalls.ir//Shop/25511/,25511,اینترنتی,,در حال همکاری با ایمالز,حمیدرضا وکیلیان,۰۲۱۸۸۶۲۵۶۴۲,ملاصدرا، شیراز شمالی، دانشور شرقی پلاک ۱۳ واحد ۴,info [at] aura [dot] ir,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:08.407528+00:00,تهران - تهران,2 سال و 9 ماه و 23 روز,https://aura.ir/,دارد (یک ستاره),
,56,http://emalls.ir//files/shoplogo/6n4afdqt4pdd23pjuxdoun7ee7lzpep6efslcftgfdbbnhyin7[medium].png,داروخانه انصار,https://emalls.ir//Shop/38704/,38704,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~38704,در حال همکاری با ایمالز,مهدی وکیلی,۰۲۱۳۵۰۱۵۰۰۰,محله: خیابان ری، کوچه مفتاح، بزرگراه شهید آیت اله محلاتی، پلاک: 358.0، طبقه: همکف,ansarpharmacy35015 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989387777074,https://instagram.com/ansarpharmacy",سه شنبه ۲ بهمن,2025-01-21 17:02:08.685712+00:00,تهران - تهران,1 سال و 2 ماه و 8 روز,https://ansarpharmacy.com/,دارد (یک ستاره),
,100,http://emalls.ir/src/shop-default.svg,بیاپلی,https://emalls.ir//Shop/50774/,50774,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~50774,در حال همکاری با ایمالز,یاور دارابی,۰۴۱۳۴۴۴۸۱۸۵,خطیب - کوچه 12متری زیبا - کوچه آزادی - هستی - پلاک : 19.0 - طبقه : 5,biaplay [dot] web [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:09.211245+00:00,آذربایجان شرقی - تبریز,3 ماه و 19 روز,https://biaplay.com/,,
,55,http://emalls.ir/src/shop-default.svg,السین,https://emalls.ir//Shop/53588/,53588,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~53588,در حال همکاری با ایمالز,الهه صفری,۰۲۶۳۳۲۰۰۰۶۶,مهرشهر - خیابان شانزدهم - بلوار ملت شرقی - ملت - پلاک : 36.0 - طبقه : 3 - واحد : 5,elahehsafari78 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:09.802616+00:00,البرز - کرج,1 ماه و 21 روز,https://elsiin.com/,دارد (یک ستاره) معتبر تا 1 سال و 10 ماه و 5 روز,
,1,http://emalls.ir//files/shoplogo/z1kxmkegsyqg4fb7vio8fdffe44yoiqyyzhrcata2gkl3ys6qj[medium].png,تاتو طلایی,https://emalls.ir//Shop/23754/,23754,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~23754,در حال همکاری با ایمالز,محمود کرابی,۰۲۱۶۶۱۷۶۰۶۸,"خیابان ولیعصر، نرسیده به سه راه جمهوری، کوچه رجب بیگی، پلاک 12 
",mahmoudkarabi2021 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:10.092391+00:00,تهران - تهران,3 سال و 23 روز,https://www.tattootalaee.org/,دارد (یک ستاره) معتبر تا 10 ماه و 12 روز,
,100,http://emalls.ir//files/shoplogo/swt1xk7koykd40eu5rrleh3jtbqcgdy3y1phxeumsax01edsfv[medium].png,جت نت,https://emalls.ir//Shop/50209/,50209,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~50209,در حال همکاری با ایمالز,مهدی خالقی زیارانی,۰۲۱۳۳۱۱۳۱۸۶,نیروی هوائی، خیابان سوم نیروی هوایی، خیابان 3/36، پلاک: 2.0، طبقه: 1،,info [at] jetnetco [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989124451549,https://instagram.com/jetnetco",سه شنبه ۲ بهمن,2025-01-21 17:02:10.369711+00:00,تهران - تهران,4 ماه و 2 روز,https://jetnetco.com/,دارد (یک ستاره) معتبر تا 1 سال و 10 روز,
,1,http://emalls.ir//files/shoplogo/l6tgdwt7exb4pua4mcmk1676yctm67xkhihx8w0hvaqc32ro8l[medium].jpg,کیدشوز,https://emalls.ir//Shop/46594/,46594,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~46594,در حال همکاری با ایمالز,یوسف آب روشن,۰۴۵۳۳۲۵۱۲۹۹,میدان یحیوی ، کوچه مطهری اول، خیابان پاسداران، پلاک: 0.0، طبقه: همکف,abroshan [dot] yousef [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989307537504,https://instagram.com/kidshoes12",سه شنبه ۲ بهمن,2025-01-21 17:02:10.965550+00:00,اردبیل - اردبیل,6 ماه و 28 روز,https://kidshoes.ir/,دارد (یک ستاره) معتبر تا 1 سال و 13 روز,
,55,http://emalls.ir/src/shop-default.svg,کلکلون,https://emalls.ir//Shop/44461/,44461,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~44461,در حال همکاری با ایمالز,محمد سالارکیا,۰۲۱۷۷۹۵۸۰۸۴,نارمک، خیابان شهید حسین باقرپور(56)، خیابان شهیدان رودباری(مهر)، پلاک: 116.0، طبقه: 4,kalkolonshop [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989201004180,https://t.me/shaakhes,https://instagram.com/kalkolon_ir",سه شنبه ۲ بهمن,2025-01-21 17:02:11.291094+00:00,تهران - تهران,8 ماه و 9 روز,https://kalkolon.ir/,دارد (یک ستاره) معتبر تا 9 ماه و 14 روز,
,56,http://emalls.ir/src/shop-default.svg,کی بی مد,https://emalls.ir//Shop/49647/,49647,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~49647,در حال همکاری با ایمالز,بهاره ظهوریان نیک,۰۲۱۷۶۷۸۲۰۱۴,,bahar [dot] zohooriyan [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989356149015,https://instagram.com/kbmode_store",سه شنبه ۲ بهمن,2025-01-21 17:02:11.564403+00:00,,4 ماه و 14 روز,https://kbmode.com/,دارد (یک ستاره) معتبر تا 1 سال و 3 ماه و 16 روز,
,1,http://emalls.ir//files/shoplogo/vzm6np15x35s1ydlpoprwiz18ytwtoz5yrewjv6z30857jq03x[medium].png,هنزا مازندران ,https://emalls.ir//Shop/32647/,32647,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~32647,در حال همکاری با ایمالز,سیدداریوش نظام زاده ديوکلائی,۰۹۳۳۲۱۷۳۳۱۵,امیرکلا، محله: امام خمینی ، کوچه شیخ مهدی امامی مازندرانی 23، کوچه شهیدشکوهی 5‍[شهیدشکوهی 2]، پلاک: -14.0، طبقه: همکف,dariush [dot] nzamzadh [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989332173315,https://t.me/Eng_Dariush_Nezam_Zadeh,https://instagram.com/heneza_mazandaran,https://eitaa.com/Eng_Dariush_Nezam_Zadeh,https://rubika.ir/Eng_Dariush_Nezam_Zadeh",سه شنبه ۲ بهمن,2025-01-21 17:02:12.117185+00:00,مازندران - بابل,1 سال و 9 ماه و 20 روز,http://heneza-mazandaran.ir/,دارد (یک ستاره) معتبر تا 1 ماه و 16 روز,
,55,http://emalls.ir//files/shoplogo/ibq3j5ifdcm1pbs3llvesva7072ue3alhxprb1zyfj6v2i4v8y[medium].png,آتریا الکرونیک,https://emalls.ir//Shop/39326/,39326,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~39326,در حال همکاری با ایمالز,احسان عبدالکریمی بناب,۰۲۱۶۶۷۶۶۰۲۲,چهارراه حافظ، خیابان جمهوری اسلامی، خیابان سی تیر، پلاک: 596.0، فرقانی، طبقه: 1، واحد: 1,abdolkarimihesam [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:12.671577+00:00,تهران - تهران,1 سال و 1 ماه و 16 روز,https://www.atrya.ir/,دارد (صفر ستاره),
,1,http://emalls.ir/src/shop-default.svg,همافون شاپ,https://emalls.ir//Shop/51775/,51775,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~51775,در حال همکاری با ایمالز,عمران خضری,۰۷۱۵۲۷۲۳۸۱۱,تل خندق - کوچه 9- 15 خرداد - خیابان 15 خرداد - پلاک : 0.0 - طبقه : همکف,homaphone2024 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989397786443,https://instagram.com/homaphonr_lamerd",سه شنبه ۲ بهمن,2025-01-21 17:02:13.030151+00:00,فارس - لامرد,2 ماه و 26 روز,https://homaphone-shop.ir/,دارد (یک ستاره) معتبر تا 1 سال و 6 ماه و 27 روز,
,56,http://emalls.ir//files/shoplogo/sbap26hr6t3s61af1v01olmnz3ww7t6v0r15ynywo3nzcxl2ts[medium].png,سون یدک,https://emalls.ir//Shop/32312/,32312,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~32312,در حال همکاری با ایمالز,سعید حسینی,۰۲۱۳۳۹۹۷۱۲۲,سه راه اکباتان، کوچه کاوه، خیابان ملت، پلاک: 134.0، ولیعصر، طبقه: -1، واحد: 12،,saeid [dot] h0211 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:13.355516+00:00,تهران - تهران,1 سال و 10 ماه و 14 روز,https://sevenyadak.com/,دارد (یک ستاره),
,55,http://emalls.ir//files/shoplogo/c4r5yjxa6h16tu8af7ao5ydyk6aqwwrhjjs1qp7hjk44mt7qwp[medium].png,رامونا استایل,https://emalls.ir//Shop/43651/,43651,اینترنتی و حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~43651,در حال همکاری با ایمالز,علی انصاری,۰۲۱۶۶۳۹۷۲۰۰,محله : یافت آباد - کوچه مسجد حاج ولی - خیابان یافت آبادشرقی - خاکباز جدید - پلاک : 97.0 - طبقه : همکف,ramonastyle [dot] com [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:13.659794+00:00,تهران - تهران,8 ماه و 25 روز,https://www.ramonastyle.com/,دارد (یک ستاره),
,100,http://emalls.ir//files/shoplogo/m4pgxhn0ahwegzz1xrduzek4ynq8qf2j6kti6ll0ysjt3cjmdn[medium].jpg,اتومانیتور,https://emalls.ir//Shop/54311/,54311,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~54311,در حال همکاری با ایمالز,صادق مشهدی تفرشی,۰۲۱۵۵۴۲۷۹۰۸,محله : هلال احمر - خیابان شهید محمود اسکندری - خیابان شهید داود ابراهیمی - پلاک : 339.0 - طبقه : همکف,Automonitor [dot] ir [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:14.038879+00:00,تهران - تهران,1 ماه و 6 روز,https://automonitor.ir/,,
,100,http://emalls.ir//files/shoplogo/t0851pkje0wg4xxckllit6iuy7jil2in1yg66ohq1muexxtdg3[medium].png,تی نود,https://emalls.ir//Shop/51667/,51667,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~51667,در حال همکاری با ایمالز,مهدی تمدن,۰۲۵۳۷۷۰۰۱۰۹,باغ پنبه - خیابان 19دی - کوچه 19دی 27[عماریاسر 24-کرمانی] - پلاک : 53.0 - طبقه : -1,info [at] t90store [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 17:02:15.261598+00:00,قم - قم,3 ماه,https://t90store.com/,,
